feedback_date,feedback_content,label,scene
2025-10-19 20:53:17,读的时候速度太快了。,朗读速度问题,
2025-10-20 19:33:57,一个单词没有读对。,发音不准确,
2025-10-20 20:38:57,点读出来了一个莫名其妙的东西,朗读不自然,
2025-10-20 21:03:35,可不可以一个读两遍？,朗读功能优化,希望提升朗读体验，重复播放
2025-10-20 21:27:58,不会读单词，读的都是拼写没用,发音不准确,
2025-10-21 19:00:11,声音可以弄人叫点读的那个，把小猿的声音换一下，并且歌谣还有节奏性。,朗读不自然,
2025-10-21 19:37:15,他这个一切不标准。,发音不准确,
2025-10-21 21:36:58,声音听起来怪怪的😖,朗读不自然,
2025-10-22 06:54:13,你能不能把单词连在一起给我读？,朗读不自然,
2025-10-22 11:06:07,读的非常的好，在说的地方清楚一点就行了,朗读不自然,
2025-10-22 18:51:59,还没有读完它自己跳了,朗读卡顿重复,
2025-10-22 20:09:47,无法出声。发音不标准，不准确，不完整。,发音不准确,
2025-10-23 19:38:35,倍速太慢了，建建议有倍数四,朗读速度问题,
2025-10-23 19:49:00,可以用真人的声音这样的听的我不太懂,朗读不自然,
2025-10-24 17:30:53,声音不好听，不要🙅‍♀️这个声音,朗读不自然,
2025-10-24 17:58:02,静音发音发错了，我要举报。.,发音不准确,
2025-10-24 21:25:57,建议这个AI的声音换一个发音标准且好听的，谢谢！！,朗读不自然,
2025-10-24 21:51:41,不按顺序来读英文,朗读不自然,
2025-10-25 07:47:56,点读的时候，🙁读音不准确,发音不准确,
2025-10-25 09:49:31,没有该单词的读法,缺少中文朗读,
2025-10-25 12:33:04,他不念班级和考号,朗读功能优化,希望能朗读班级和考号等文本内容
2025-10-25 17:11:20, 砸死我们是1000Thousand你这读的有点儿不行啊。Thousand thousand thousand是一千 砸死我们是以前你这读音有错误。,发音不准确,
2025-10-25 23:11:33,0.5还是太快了，再慢点,朗读速度问题,
2025-10-25 23:50:08,this发音不标准,发音不准确,
2025-10-26 08:25:53,单词后面的音标读得不行,发音不准确,
2025-10-26 10:36:59,翻译不标准，读音不标准,发音不准确,
2025-10-26 10:37:15,读音不标准，翻译不标准,发音不准确,
2025-10-26 13:06:40,有些单词不能弄出发音。,发音朗读问题,
2025-10-26 13:15:58,这个说完吧，你说行不行？但是吧，他这个第二第一次用完了之后，第二次就不是那种的了，意思就是那个啥，不是那个第一次读的那个需要更改，然后那个啥，听他读一下子，我感觉这样的话学会更好一些,朗读不自然,
2025-10-26 14:30:51,太快了，都听不懂了，有个他说那个你还说啥。,朗读速度问题,
2025-10-26 18:32:18,建议设置点读单词。,朗读功能优化,学习单词，听发音并跟读
2025-10-26 20:18:10,能不能一个单词一单词的读,朗读功能优化,希望逐词朗读，方便学习发音
2025-10-26 21:31:15,阅读时会突然停下。,朗读卡顿重复,
2025-10-27 18:12:22,听和吟唱那里不整齐,朗读不自然,
2025-10-27 20:01:16,希望出一个0.1倍速        ,朗读速度问题,
2025-10-27 20:56:52,语速太快，放慢一点,朗读速度问题,
2025-10-27 21:04:18,读不出英语单词，英语单词有错误,发音不准确,
2025-10-28 19:45:52,发音不biao准,发音不准确,
2025-10-28 20:46:04,可以一句一句的分开读吗？,朗读功能优化,逐句朗读，方便学习理解
2025-10-28 22:36:30,让他可以从头到尾一直放放文，还可以回到开头的那种音频,朗读功能优化,反复听读，方便学习发音和内容
2025-10-29 19:38:15,你把1234这些句子放到了一起读。,朗读卡顿重复,
2025-10-29 19:41:16,把aunt说成ant。,发音不准确,
2025-10-29 20:29:22,说的时候那个鸟，他叫b rd，那明明叫伯德,发音不准确,
2025-10-29 21:40:07,要下一个下一个的读，不要左右的读,朗读不自然,
2025-10-30 06:47:51,可以有翻译后的读音,朗读功能优化,学习单词或句子发音，辅助口语练习
2025-10-30 19:33:28, 句号，一个句号的分段读。,朗读卡顿重复,
2025-10-31 20:20:24,读怎么读？没有写不知道。,Audio_Issues,
2025-11-01 11:45:43,"可以换其他声音吗？

",朗读功能优化,希望更换不同的朗读声音
2025-11-01 16:08:08,要听就得一块听，我不方便,朗读功能优化,希望改进朗读功能，方便单独听
2025-11-02 08:45:03,读的时候读得不清。,朗读不自然,
2025-11-02 11:37:13,为什么没有整个课文跟读整个？,朗读功能优化,希望跟读整个课文，提升口语练习
2025-11-02 11:57:06,太快了 感觉听不清,朗读速度问题,
2025-11-02 12:11:20,时间不能持续太长，不能让他那个读完了，然后再从头再读,朗读卡顿重复,
2025-11-02 14:07:10,第一句应该全部读，we come to school,朗读不自然,
2025-11-02 16:44:17,没有翻译器的声音🤬🤬😡(／_＼)大怨种没有点雨太久没办法玩了！！🤬🤬😡🐇🐉🦓🤬🤬🤬👁️👁️,Audio_Issues,
2025-11-02 18:44:57,听不清，吐字不清晰,朗读不自然,
2025-11-03 19:44:16,我建议原文点读时读慢点，读清楚点,朗读速度问题,
2025-11-03 19:59:23,翻译题准确又舒畅，就是有点结巴,朗读卡顿重复,
2025-11-03 20:03:53,亲，你就是要我们自选一段一段的，一次读太多了，不太好。,朗读速度问题,
2025-11-03 20:26:57,孩子看了看都看不懂。而且他有两个音，我们根本不知道该听哪个音的。,发音不准确,
2025-11-03 20:27:34,有些没都没有，那个读的孩子根本不知道读什么，我们也不知道。,朗读卡顿重复,
2025-11-04 19:24:17,四年级上册的第21页read and write获取单词并没有读的,朗读功能优化,阅读学习中获取单词的发音辅助
2025-11-04 19:27:25,能不能一整夜读？为什么要一段一段的？,朗读不自然,
2025-11-04 20:14:11,小男孩带读的不标准，不喜欢这个人带毒，,发音不准确,
2025-11-04 21:13:13,为什么没有声音呢？,缺少中文朗读,
2025-11-04 21:32:53,啊，你这个这为什么不发音不不标准，他是班级。,发音不准确,
2025-11-04 22:17:22,口音实在是太久了。,发音不准确,
2025-11-04 23:43:08,它可以分词来读点着来读读不清楚也听不清楚就只能听得清楚他在乱讲什么孩子也听不懂连词成句的读听不清楚,朗读卡顿重复,
2025-11-05 06:14:51,声音调到最大还是很小,朗读不自然,
2025-11-05 07:02:32,挺好的，就是音标可以再读标准一点，字音什么的,发音不准确,
2025-11-05 17:11:56,1.太快了。2.没有读句子的练习。,朗读速度问题,
2025-11-05 19:33:45,就是说正常点，不要跟机器人似的。听不懂,朗读不自然,
2025-11-05 20:41:40,建议一下调整你那个嗓子，都听不清楚,朗读不自然,
2025-11-06 18:21:34,发音不标准，都真的很想把我给气死,发音不准确,
2025-11-06 19:45:10,读的太快了，太快太快了，我要反馈，读的那么快，我听都听不懂就比如什么什么low low啥啥玩意，都听不懂你说的是什不是，我一点都听不懂你什么意思呀？你我真的很无语，我宁可信任你么玩意儿？你却给我这样子，搞什么呀？ ,朗读速度问题,
2025-11-06 21:08:45,）读的太快，而且不精准,朗读速度问题,
2025-11-06 21:36:56,原文点读不可以点这句子来读,朗读功能优化,点读句子进行朗读
2025-11-07 20:26:15,Joking，他读的是jok,发音不准确,
2025-11-07 20:41:02,不同手机发音的字不同,发音不准确,
2025-11-08 11:01:01,读的太快，我跟不上结奏,朗读速度问题,
2025-11-08 13:22:24,有些词语没有发音选项,朗读功能优化,学习单词发音，辅助记忆
2025-11-08 20:45:40,我选的重复读，而他只读了一遍,朗读卡顿重复,
2025-11-09 12:09:58,嗯，把那个就是翻译就是原文点读，把它改一下就是把它改成正确的音讯。来读，嗯，比如hello王，别后面直接来接他什么什么的。,朗读不自然,
2025-11-09 12:10:35,我建议一下。把那个原文点读给调整一下，就是把那个顺序改一下啊。,朗读不自然,
2025-11-09 19:28:58,我只需要他读单词爻,朗读功能优化,学习生僻字，需要单独朗读单词
2025-11-10 18:01:01,"读音听不清
中文不准确",发音不准确,
2025-11-10 18:54:07,单词连在一起读跟本记不清,朗读不自然,
2025-11-10 19:25:06,   本身的发音没有读准。把egg读成了99,发音不准确,
2025-11-10 19:47:28,你的读音读不清楚。,朗读不自然,
2025-11-10 21:31:00,"读的也太快了吧！！！这不是我想要的结果，也不知道为什么读着读着就模糊了。
",朗读速度问题,
2025-11-10 22:15:19,可以做一个拍下来之后的可以跟读的一个东西，这样子的话就更好,朗读功能优化,学习发音，跟读练习
2025-11-11 21:09:21,说的太快，有时有点听不明白,朗读速度问题,
2025-11-11 22:52:35,建议增加单句点读功能,朗读功能优化,逐句点读，辅助学习发音
2025-11-12 21:20:10,1.0时的速度也不要那么快，就可以了，谢谢！,朗读速度问题,
2025-11-13 19:43:15,我觉得你应该说出来，这个单词怎么读？,发音不准确,
2025-11-13 19:49:02,读的这些，后面那些字都是其他的，不是书本上的，英语读的太快了，英语读错了,发音不准确,
2025-11-13 19:49:32,我又听了一次还是错的，能不能改一下这个嘴的英语？,发音不准确,
2025-11-13 20:23:12,可以把里边的那些原文点读啊，这些里边的那些单词认准点可以不可以回答我！,朗读功能优化,点读单词，准确朗读学习
2025-11-13 20:32:26,本来是鱼，他直接读成买捕鱼,发音不准确,
2025-11-13 22:29:06,读的是非常准确吗？其次，就是重点：让AI读的时候（1.0速度）不要读的像1.5倍速的一样，让小孩跟着读的时候，就不用费劲儿了，谢谢！,朗读速度问题,
2025-11-14 16:59:44,为什么不能一句一句点读？,朗读功能优化,逐句点读，方便学习理解
2025-11-15 18:35:51,不是说连读吗 读着读着就只读一个词就暂停了 什么意思呢 而且读着读着又卡了起来 搞得好像是我的手机有问题一样 翻译的时候翻译也不完整 拼音和文字在一个地方看都看不清 ,朗读卡顿重复,
2025-11-15 18:50:42,0.75太快了0.5又太慢了。,朗读速度问题,
2025-11-16 09:05:09,表达不出感情又错误,朗读不自然,
2025-11-16 10:37:27,第二个下没有读出来,朗读不自然,
2025-11-16 11:50:26,"
播放有错误，不标准，
",发音不准确,
2025-11-16 19:33:36,它光出来了字，不出来发音,缺少中文朗读,
2025-11-16 19:53:04,问题:你们把字和发音读飞快，咱家孩子跟不上发音读太快。你们可以发音慢点吗？,朗读速度问题,
2025-11-16 20:30:32,你不是说有声音吗？怎么没有声音啊？,缺少中文朗读,
2025-11-16 20:56:36,修改一下播放发音，老是显示播放发音失败，建议官方赶紧修改！！,朗读功能优化,希望改进发音播放问题
2025-11-16 21:34:58,有的单词没有读音,缺少中文朗读,
2025-11-17 18:31:00,没有二倍发音有点不标准。7$5227525773575352752775375375373537575357357357375335753573573357572537755725725737375275264/4664256357275374247246246247275257257275253652753753573573755737537535737537537535373211231232,发音不准确,
2025-11-17 18:49:48,这些机器人真酷，你读的都错了,发音不准确,
2025-11-17 19:40:05,读的太快了，有点跟不上,朗读速度问题,
2025-11-17 19:54:21, 读的太慢了，有点就我读的话有点太快太慢了,朗读速度问题,
2025-11-17 20:14:11,除的太快了，我听不懂，而且不给我发意思，真的气死人了，我都无语死了，无语死无语死无语死,朗读不自然,
2025-11-17 21:23:14,有的时候音频会突然停止,朗读卡顿重复,
2025-11-17 21:24:35,有的单词没有发音。,发音朗读问题,
2025-11-17 22:12:51,有Bag读不完整有卡顿,朗读卡顿重复,
2025-11-19 18:30:54,一读完一还没有读完他就读二了,朗读卡顿重复,
2025-11-19 19:12:18,太快了，可然后声音还有点卡,朗读卡顿重复,
2025-11-19 19:42:36,不想要读人物名字。,朗读不自然,
2025-11-20 17:10:03,就是跟读的那个，他们说出来的有点像AI,朗读不自然,
2025-11-20 20:29:59,好难读不会读怎么办不知道,发音不准确,
2025-11-20 20:51:51,语速太快。話すスピードが速すぎる말속이 너무 빠르다.The speed of speech is too fast.The Sprache zu schnell.Habla demasiado rápido,朗读速度问题,
2025-11-20 21:02:48,读的太快了，希望能慢一点，能让我们听清楚。,朗读速度问题,
2025-11-21 19:16:24,嗯首先就是这个有的字会重起来。,朗读卡顿重复,
2025-11-22 11:13:29,单词和音标之间建议隔一段时间,朗读不自然,
2025-11-22 12:28:16,没有声音没有声音没有声音怎么办怎么读啊？没有声音啊这个没有声音，我们怎么读啊能不能弄出声音，能的话快点快点快点能的吗没有声音，没有声音，没有声音，没有声音，没有声音，没有声音怎么办快点给我说，求你了没有声音怎么办？声音。能不能弄出声音来可以的话快点快点，快点快点。能不能弄出声音，声音，声音，声音能不能弄出声音能不能弄出声音能不能我需要声音，要不然怎么读这是英语呀快点说，这是英语没有声音没有声音。。,缺少中文朗读,
2025-11-22 19:52:59,有一个地方读错了,发音不准确,
2025-11-23 11:50:36,只读文字不读英语。,缺少中文朗读,
2025-11-23 17:33:15,本来有歌唱感的，读去没有歌唱感。,朗读不自然,
2025-11-23 17:53:43,速度太快，翻译有的都又翻译上,朗读速度问题,
2025-11-24 12:02:48,我去读的什么东西啊，阿巴阿巴的，跟坨屎一样,朗读不自然,
2025-11-24 23:12:08,产品建议，我要的是你读好。,朗读功能优化,希望改进朗读效果，提升自然度
2025-11-25 19:46:07,听不见听不见产品经理,朗读不自然,
2025-11-25 20:07:09,说话一顿一顿的，也有很多扫不上。,朗读卡顿重复,
2025-11-25 20:33:22,你这个为什么不可以点读,朗读功能优化,希望能点读翻译结果，辅助学习发音
2025-11-25 20:55:33,不按顺序读，每个读每个都不按顺序读,朗读卡顿重复,
2025-11-25 21:16:20,太快了都没有停顿。,朗读速度问题,
2025-11-25 21:22:38,张鹏发音都不对，张鹏读的都不对，太差了，发音一点都不对，识别不出来，而且还没真人读的好，小学生都比这个读的好，读的太差，机器都识别不出来，建议把这个扔了，出这个的人真的是。,发音不准确,
2025-11-26 20:02:53,"发音不标准。这还容易错。要发音标准还不容易错，还得a加的。老师还要给你奖励的那一种。那我们就可以。苹果发音不标准。，Apple, apple.The ap别人是apple，结果他是Apple我太无语了，能不能给我搞好一点？求你了，AI。这样子我才不被老师批评呢，我今天都被老师打了20下了，手肿了。了，结果我同学还拿那你给我还是洗过的痛死。你们给我写好一点，可以吗？让我的a加买不要的那个。AA点曛2",发音不准确,
2025-11-26 20:34:13,"读太快了，慢了又像机器人一样。
",朗读不自然,
2025-11-26 21:13:38,为什么不给我显示发音,缺少中文朗读,
2025-11-26 21:19:45,翻译的时候可以让大家读,朗读功能优化,希望改进朗读功能，辅助学习发音
2025-11-26 21:53:07,banana读不准确。,发音不准确,
2025-11-27 07:30:08,Read too fast.,朗读速度问题,
2025-11-27 20:14:44,不按照顺序弄，让人读不好,朗读不自然,
2025-11-27 20:19:36,一句话不能反复读！！,朗读卡顿重复,
2025-11-27 21:08:41,慢点读，一个字母一个字母的读 ,朗读速度问题,
2025-11-28 06:18:55,有的翻译没有说怎么读？,Audio_Issues,
2025-11-28 06:27:06,翻译没有跟读读音,缺少中文朗读,
2025-11-29 08:41:33,能不能全部一起读,朗读不自然,
2025-11-29 09:11:00,你不会读我让你原读，你不读,朗读功能优化,希望改进朗读功能，准确朗读内容
2025-11-29 16:08:09,card读成了siard,发音不准确,
2025-11-29 17:13:07,可以让我们读一读吗？,朗读功能优化,希望能听到翻译后的朗读
2025-11-29 17:53:36,建议课文点读时，不要读单词后面的音标，或读完单词后停一会儿再读，不然单词和音标和在一起了，不太好纷辨,朗读不自然,
2025-11-29 17:54:15,这个只给他展现中文，它不能读英文,朗读不自然,
2025-11-29 18:06:22,"
读的时候正在读第一个，它就变成这样了",朗读卡顿重复,
2025-11-29 20:43:06,发音一点都不标准,发音不准确,
2025-11-30 10:29:58,请点读英文也要点读,朗读功能优化,希望点读英文时能朗读
2025-11-30 12:32:30,为什么不能一整篇朗读翻译，,朗读功能优化,希望能完整朗读整篇翻译内容
2025-11-30 17:51:39,为什么不能念中文？,缺少中文朗读,
2025-11-30 17:53:19,读得太快了，根本一点儿。跟不上。,朗读速度问题,
2025-11-30 19:04:50,希望可以读得更准确，更清楚，他这个读的话有点不太清楚了，感觉模模糊糊的，但不过还是很好,发音不准确,
2025-11-30 19:37:59,我要的是你一点一个单词带我读,朗读功能优化,单词学习，逐词跟读辅助发音
2025-11-30 19:53:52,讲慢速度的时候还是那么快。,朗读速度问题,
2025-11-30 22:31:35,朗读中的一句话太长了,朗读速度问题,
2025-12-01 19:49:39,播放设置交再交很慢。,朗读速度问题,
2025-12-01 20:37:40,最合一匀发音不标准,发音不准确,
2025-12-01 20:45:23,men读成mer,发音不准确,
2025-12-01 21:07:31,说的太快了，听不懂，请说慢一点,朗读速度问题,
2025-12-01 21:51:10,把某种单词的其它形式读来，如：are→been，are要读，been写要读,发音不准确,
2025-12-01 22:08:38,建议可以文内分段读,朗读功能优化,希望按段落自然朗读文本内容
2025-12-02 20:17:54,读的太快了11111111111111111,朗读速度问题,
2025-12-03 07:17:56,读的音和老师说的不一样,发音不准确,
2025-12-03 20:02:14,有一些字母没有发音,朗读功能优化,学习单词发音，辅助口语练习
2025-12-03 20:21:30,声音不好听′奇怪的很😓😓😓,朗读不自然,
2025-12-03 20:47:52,读的时候明明一段一段的他都成一句话。,朗读不自然,
2025-12-03 20:55:41,你根本才没有反应出来给我，我让你帮我读下这些单词好不好？,朗读不自然,
2025-12-03 20:56:18,我觉得可以再加一些，读到哪里了我都不知道→_→,朗读不自然,
2025-12-03 21:41:37,"声音太幼稚了也什么玩意


",朗读不自然,
2025-12-03 22:52:39,有的单词没有读音,缺少中文朗读,
2025-12-04 12:58:09, 读的太快，听不清楚,朗读速度问题,
2025-12-04 18:31:33,念的时候可以不念人名。,朗读不自然,
2025-12-04 21:22:24,希望您讲好一点，这个声音太难听了,朗读不自然,
2025-12-05 19:42:26,为什么字母就不可以有发音？,Audio_Issues,希望字母也能发音
2025-12-05 20:31:22,有些读的一点也听不懂。,朗读不自然,
2025-12-06 10:41:51,啥子东西？能不能读标准一点？,发音不准确,
2025-12-06 11:28:00,特别好，就有点快。读的也很标准，很易懂,朗读速度问题,
2025-12-06 18:12:11,有的单词念错了！还有说话太快了我赶不上？,发音不准确,
2025-12-06 18:40:37,读单词时会有些卡顿,朗读卡顿重复,
2025-12-07 00:34:03,原文点读。太快或者听不清楚。,朗读速度问题,
2025-12-07 10:34:09,表扬你就是发音有点不对,发音不准确,
2025-12-07 11:41:45,有的时候那个读的时候啊，他这个地方本来是读这个的，他就去读那个了,发音不准确,
2025-12-07 17:42:05,读音rang有问题。,发音不准确,
2025-12-07 17:49:35,还有英文却点读不了,朗读不自然,
2025-12-07 20:36:50,读的总是有点快，比如那个ch,朗读速度问题,
2025-12-07 20:55:03,读的时候读一段停一会,朗读卡顿重复,
2025-12-07 21:52:25,有一些单词没读出来,朗读不自然,
2025-12-08 19:06:43,有些词根本就没有读音,发音朗读问题,
2025-12-08 19:25:29,我以经点了词语，但是你没有读,朗读功能优化,点选词语后希望听到正确发音
2025-12-08 20:00:53,建议下次说话的时候调一个就是0.75，稍微再慢一点的。然后再设计一个0.75，稍微再快一点的那个正常速度感觉太快，但是那个连点器我就感觉他有点跟不上。,朗读速度问题,
2025-12-08 20:23:25,翻译不标准，音标错误,发音不准确,
2025-12-08 20:35:57,我服了吧，又不给读音，我怎么知道怎么读？,缺少中文朗读,
2025-12-08 20:55:52,有一些英语没有点读到,朗读不自然,
2025-12-09 18:18:19,读的时候不是很清晰。,朗读不自然,
2025-12-09 18:20:51,应该把英文的读法也给写上,发音朗读问题,
2025-12-09 18:26:52,说英文的时候要有一点感情,朗读不自然,
2025-12-09 19:57:22,应该是goaway.但你读成了anaway.,发音不准确,
2025-12-10 17:52:06,"你们能不能发音准一点点呢？
",发音不准确,
2025-12-10 18:04:37,"这个的话读的太快了，根本跟不上，而且复读机智也不好，复读的话应该是一竖行一竖行读的，然后呢，他连读的话是按上下高低的。而且用用英语的话，他还会重读一遍音标，发音不标准，而且还快，建议这里用真人语音。开了一倍速和开了二倍速一样。这里还识字不标准，有很多字有可能不读，然后呢，我把一个单词油笔涂了一下。它没识别出来，让我不会读，然后呢就是他音标也读得不标准， l总是总是被读成一
",朗读卡顿重复,
2025-12-10 18:51:51,读的太快了，有些字我根本听不清，请可以改一下吗？吐字能吐清楚点不？,朗读速度问题,
2025-12-10 19:41:00,"这个英语读的不好，这好人机一样
",朗读不自然,
2025-12-10 19:51:42,读的太快了吧？不讲自然拼读,朗读速度问题,
2025-12-11 20:55:12,为啥不告诉我们th读啥？,发音不准确,
2025-12-11 22:53:22,如果有中文朗读就好了,缺少中文朗读,
2025-12-12 21:33:00,发音不标准，AT要换真人。,发音不准确,
2025-12-13 10:09:29,能不能增加点个别句子跟读,朗读功能优化,学习单词或句子发音，跟读练习
2025-12-13 13:00:55,有些单词没有读音,发音朗读问题,
2025-12-13 21:42:25,为什么不能？为什么不能全部的将它给读呢？你非要这样，这让我怎么记啊？tmd。你懂不懂？这很难记的，你懂不懂啊？我劝你啊，你把他们一起读了，这样才好记，我读了半个小时了还不会我就给他改了啊孩子真的建议你给他改了，因为你背首特别难背啊。,朗读不自然,
2025-12-14 14:24:46,下个月的英文读音不对,发音不准确,
2025-12-14 17:20:22,明明已点击暂停，却还继续读。,朗读卡顿重复,
2025-12-14 19:55:52,小猿口算请给我弄念英语，不给我弄字,Audio_Issues,希望只朗读英文不显示文字
2025-12-14 20:10:58,可以点读一下英文翻译的吗？,朗读功能优化,学习英语，点读英文翻译内容
2025-12-14 20:17:22,建议原文点读的时候有中文!!!,Audio_Issues,希望点读时提供中文朗读
2025-12-14 21:33:36,点击一下就没有声音。,朗读不自然,
2025-12-14 22:05:32,官方把这个声音改成可以变成任何声音的行吗?,朗读功能优化,自定义朗读声音，满足个性化需求
2025-12-14 22:13:22,念的太卡了 建议顺畅一点,朗读卡顿重复,
2025-12-15 17:56:03,除了单词，后面不要读,朗读不自然,
2025-12-15 18:19:18,"发音不标准，还有为什么要读两次？
",发音不准确,
2025-12-15 19:56:37,点读不了，听不到声音，总是说:对不起，你能再点一次吗？,朗读卡顿重复,
2025-12-16 18:47:21,你那个没有重复读的！,朗读卡顿重复,
2025-12-16 19:28:25,在英语中这是一道题然而它上面有一些没学过单词的提示所以小园也读出来了我希望小圆不要把那个括号里面的字读出来,朗读不自然,
2025-12-16 19:58:56,朗读时生音不规范,发音不准确,
2025-12-16 20:24:48,不按顺序读改一下谢谢,朗读不自然,
2025-12-17 20:51:29,读太快了，声音太模糊了,朗读速度问题,
2025-12-17 21:00:38,总是读音标，听的乱乱的,发音不准确,
2025-12-17 21:26:23,把最短的读成最长的。,朗读不自然,
2025-12-18 19:12:25,为什么我拍的很整齐，他有些不会读呢？,发音不准确,
2025-12-18 19:19:04,我读的对的，然后你读的错的，我奶就跟上你读的错的，然后就说我的错了，你有毛病吧？,发音不准确,
2025-12-18 19:31:28,一句并成两句的录音,朗读卡顿重复,
2025-12-18 21:00:02,不能一下子读出来,朗读不自然,
2025-12-18 21:53:52,为什么只读英文不读中文,缺少中文朗读,
